chem_index	gene_index	chemName	geneid
141	133	Phenylmercuric Acetate	108589157
144	133	Arsenic Trioxide	108589157
149	133	Silicon Dioxide	108589157
150	133	potassium chromate(VI)	108589157
166	133	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	108589157
178	133	Lead	108589157
185	133	Benzo(a)pyrene	108589157
186	133	abrine	108589157
187	133	sodium arsenite	108589157
9	136	methylmercuric chloride	7471
10	136	Aflatoxin B1	7471
17	136	Arsenic	7471
23	136	Nickel	7471
55	136	Tetrachlorodibenzodioxin	7471
59	136	butyraldehyde	7471
65	136	cobaltous chloride	7471
98	136	dicrotophos	7471
121	136	tris(1,3-dichloro-2-propyl)phosphate	7471
129	136	Methyl Methanesulfonate	7471
141	136	Phenylmercuric Acetate	7471
144	136	Arsenic Trioxide	7471
149	136	Silicon Dioxide	7471
150	136	potassium chromate(VI)	7471
166	136	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7471
178	136	Lead	7471
185	136	Benzo(a)pyrene	7471
186	136	abrine	7471
9	137	methylmercuric chloride	7157
73	137	ICG 001	7157
121	137	tris(1,3-dichloro-2-propyl)phosphate	7157
141	137	Phenylmercuric Acetate	7157
186	137	abrine	7157
9	142	methylmercuric chloride	100873939
10	142	Aflatoxin B1	100873939
17	142	Arsenic	100873939
23	142	Nickel	100873939
55	142	Tetrachlorodibenzodioxin	100873939
59	142	butyraldehyde	100873939
65	142	cobaltous chloride	100873939
73	142	ICG 001	100873939
98	142	dicrotophos	100873939
121	142	tris(1,3-dichloro-2-propyl)phosphate	100873939
129	142	Methyl Methanesulfonate	100873939
141	142	Phenylmercuric Acetate	100873939
144	142	Arsenic Trioxide	100873939
149	142	Silicon Dioxide	100873939
150	142	potassium chromate(VI)	100873939
166	142	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	100873939
178	142	Lead	100873939
185	142	Benzo(a)pyrene	100873939
186	142	abrine	100873939
187	142	sodium arsenite	100873939
9	143	methylmercuric chloride	207
59	143	butyraldehyde	207
73	143	ICG 001	207
98	143	dicrotophos	207
121	143	tris(1,3-dichloro-2-propyl)phosphate	207
129	143	Methyl Methanesulfonate	207
141	143	Phenylmercuric Acetate	207
149	143	Silicon Dioxide	207
150	143	potassium chromate(VI)	207
178	143	Lead	207
23	145	Nickel	81631
55	145	Tetrachlorodibenzodioxin	81631
98	145	dicrotophos	81631
141	145	Phenylmercuric Acetate	81631
23	148	Nickel	2932
59	148	butyraldehyde	2932
73	148	ICG 001	2932
98	148	dicrotophos	2932
121	148	tris(1,3-dichloro-2-propyl)phosphate	2932
141	148	Phenylmercuric Acetate	2932
186	148	abrine	2932
9	149	methylmercuric chloride	25
10	149	Aflatoxin B1	25
17	149	Arsenic	25
23	149	Nickel	25
55	149	Tetrachlorodibenzodioxin	25
65	149	cobaltous chloride	25
121	149	tris(1,3-dichloro-2-propyl)phosphate	25
129	149	Methyl Methanesulfonate	25
141	149	Phenylmercuric Acetate	25
149	149	Silicon Dioxide	25
150	149	potassium chromate(VI)	25
178	149	Lead	25
185	149	Benzo(a)pyrene	25
9	150	methylmercuric chloride	7098
17	150	Arsenic	7098
23	150	Nickel	7098
55	150	Tetrachlorodibenzodioxin	7098
59	150	butyraldehyde	7098
65	150	cobaltous chloride	7098
73	150	ICG 001	7098
98	150	dicrotophos	7098
121	150	tris(1,3-dichloro-2-propyl)phosphate	7098
129	150	Methyl Methanesulfonate	7098
166	150	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7098
178	150	Lead	7098
185	150	Benzo(a)pyrene	7098
10	152	Aflatoxin B1	6352
65	152	cobaltous chloride	6352
98	152	dicrotophos	6352
121	152	tris(1,3-dichloro-2-propyl)phosphate	6352
129	152	Methyl Methanesulfonate	6352
141	152	Phenylmercuric Acetate	6352
144	152	Arsenic Trioxide	6352
150	152	potassium chromate(VI)	6352
166	152	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6352
178	152	Lead	6352
23	155	Nickel	5315
59	155	butyraldehyde	5315
129	155	Methyl Methanesulfonate	5315
150	155	potassium chromate(VI)	5315
178	155	Lead	5315
17	156	Arsenic	1588
23	156	Nickel	1588
59	156	butyraldehyde	1588
65	156	cobaltous chloride	1588
73	156	ICG 001	1588
129	156	Methyl Methanesulfonate	1588
141	156	Phenylmercuric Acetate	1588
144	156	Arsenic Trioxide	1588
149	156	Silicon Dioxide	1588
150	156	potassium chromate(VI)	1588
166	156	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1588
178	156	Lead	1588
186	156	abrine	1588
9	157	methylmercuric chloride	5914
17	157	Arsenic	5914
23	157	Nickel	5914
59	157	butyraldehyde	5914
73	157	ICG 001	5914
121	157	tris(1,3-dichloro-2-propyl)phosphate	5914
129	157	Methyl Methanesulfonate	5914
141	157	Phenylmercuric Acetate	5914
149	157	Silicon Dioxide	5914
150	157	potassium chromate(VI)	5914
166	157	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	5914
178	157	Lead	5914
73	158	ICG 001	3576
98	158	dicrotophos	3576
121	158	tris(1,3-dichloro-2-propyl)phosphate	3576
129	158	Methyl Methanesulfonate	3576
141	158	Phenylmercuric Acetate	3576
9	159	methylmercuric chloride	598
23	159	Nickel	598
59	159	butyraldehyde	598
65	159	cobaltous chloride	598
98	159	dicrotophos	598
129	159	Methyl Methanesulfonate	598
149	159	Silicon Dioxide	598
150	159	potassium chromate(VI)	598
178	159	Lead	598
186	159	abrine	598
55	161	Tetrachlorodibenzodioxin	240
65	161	cobaltous chloride	240
73	161	ICG 001	240
98	161	dicrotophos	240
121	161	tris(1,3-dichloro-2-propyl)phosphate	240
129	161	Methyl Methanesulfonate	240
141	161	Phenylmercuric Acetate	240
144	161	Arsenic Trioxide	240
150	161	potassium chromate(VI)	240
166	161	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	240
178	161	Lead	240
186	161	abrine	240
9	162	methylmercuric chloride	210
17	162	Arsenic	210
23	162	Nickel	210
55	162	Tetrachlorodibenzodioxin	210
65	162	cobaltous chloride	210
73	162	ICG 001	210
98	162	dicrotophos	210
121	162	tris(1,3-dichloro-2-propyl)phosphate	210
129	162	Methyl Methanesulfonate	210
141	162	Phenylmercuric Acetate	210
144	162	Arsenic Trioxide	210
149	162	Silicon Dioxide	210
150	162	potassium chromate(VI)	210
166	162	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	210
59	163	butyraldehyde	595
73	163	ICG 001	595
98	163	dicrotophos	595
129	163	Methyl Methanesulfonate	595
141	163	Phenylmercuric Acetate	595
178	163	Lead	595
17	165	Arsenic	7494
23	165	Nickel	7494
55	165	Tetrachlorodibenzodioxin	7494
98	165	dicrotophos	7494
129	165	Methyl Methanesulfonate	7494
141	165	Phenylmercuric Acetate	7494
150	165	potassium chromate(VI)	7494
178	165	Lead	7494
186	165	abrine	7494
9	166	methylmercuric chloride	2056
17	166	Arsenic	2056
23	166	Nickel	2056
55	166	Tetrachlorodibenzodioxin	2056
59	166	butyraldehyde	2056
73	166	ICG 001	2056
98	166	dicrotophos	2056
129	166	Methyl Methanesulfonate	2056
141	166	Phenylmercuric Acetate	2056
144	166	Arsenic Trioxide	2056
149	166	Silicon Dioxide	2056
150	166	potassium chromate(VI)	2056
166	166	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	2056
178	166	Lead	2056
186	166	abrine	2056
187	166	sodium arsenite	2056
17	168	Arsenic	25976
73	168	ICG 001	25976
98	168	dicrotophos	25976
121	168	tris(1,3-dichloro-2-propyl)phosphate	25976
129	168	Methyl Methanesulfonate	25976
141	168	Phenylmercuric Acetate	25976
150	168	potassium chromate(VI)	25976
187	168	sodium arsenite	25976
9	171	methylmercuric chloride	3172
17	171	Arsenic	3172
23	171	Nickel	3172
55	171	Tetrachlorodibenzodioxin	3172
65	171	cobaltous chloride	3172
73	171	ICG 001	3172
121	171	tris(1,3-dichloro-2-propyl)phosphate	3172
141	171	Phenylmercuric Acetate	3172
144	171	Arsenic Trioxide	3172
150	171	potassium chromate(VI)	3172
166	171	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3172
178	171	Lead	3172
9	172	methylmercuric chloride	6582
17	172	Arsenic	6582
23	172	Nickel	6582
55	172	Tetrachlorodibenzodioxin	6582
59	172	butyraldehyde	6582
65	172	cobaltous chloride	6582
73	172	ICG 001	6582
98	172	dicrotophos	6582
121	172	tris(1,3-dichloro-2-propyl)phosphate	6582
129	172	Methyl Methanesulfonate	6582
141	172	Phenylmercuric Acetate	6582
144	172	Arsenic Trioxide	6582
149	172	Silicon Dioxide	6582
150	172	potassium chromate(VI)	6582
166	172	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6582
178	172	Lead	6582
187	172	sodium arsenite	6582
23	176	Nickel	6647
59	176	butyraldehyde	6647
121	176	tris(1,3-dichloro-2-propyl)phosphate	6647
129	176	Methyl Methanesulfonate	6647
141	176	Phenylmercuric Acetate	6647
149	176	Silicon Dioxide	6647
150	176	potassium chromate(VI)	6647
186	176	abrine	6647
17	177	Arsenic	9429
23	177	Nickel	9429
59	177	butyraldehyde	9429
73	177	ICG 001	9429
98	177	dicrotophos	9429
121	177	tris(1,3-dichloro-2-propyl)phosphate	9429
129	177	Methyl Methanesulfonate	9429
150	177	potassium chromate(VI)	9429
178	177	Lead	9429
9	180	methylmercuric chloride	1871
10	180	Aflatoxin B1	1871
55	180	Tetrachlorodibenzodioxin	1871
59	180	butyraldehyde	1871
65	180	cobaltous chloride	1871
73	180	ICG 001	1871
98	180	dicrotophos	1871
121	180	tris(1,3-dichloro-2-propyl)phosphate	1871
129	180	Methyl Methanesulfonate	1871
149	180	Silicon Dioxide	1871
150	180	potassium chromate(VI)	1871
178	180	Lead	1871
186	180	abrine	1871
10	184	Aflatoxin B1	8878
23	184	Nickel	8878
55	184	Tetrachlorodibenzodioxin	8878
59	184	butyraldehyde	8878
98	184	dicrotophos	8878
166	184	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	8878
9	186	methylmercuric chloride	6241
17	186	Arsenic	6241
98	186	dicrotophos	6241
141	186	Phenylmercuric Acetate	6241
150	186	potassium chromate(VI)	6241
178	186	Lead	6241
23	194	Nickel	999
98	194	dicrotophos	999
121	194	tris(1,3-dichloro-2-propyl)phosphate	999
129	194	Methyl Methanesulfonate	999
150	194	potassium chromate(VI)	999
166	194	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	999
178	194	Lead	999
9	204	methylmercuric chloride	9817
10	204	Aflatoxin B1	9817
55	204	Tetrachlorodibenzodioxin	9817
59	204	butyraldehyde	9817
73	204	ICG 001	9817
98	204	dicrotophos	9817
121	204	tris(1,3-dichloro-2-propyl)phosphate	9817
129	204	Methyl Methanesulfonate	9817
150	204	potassium chromate(VI)	9817
186	204	abrine	9817
9	205	methylmercuric chloride	1244
23	205	Nickel	1244
55	205	Tetrachlorodibenzodioxin	1244
65	205	cobaltous chloride	1244
73	205	ICG 001	1244
129	205	Methyl Methanesulfonate	1244
141	205	Phenylmercuric Acetate	1244
149	205	Silicon Dioxide	1244
150	205	potassium chromate(VI)	1244
166	205	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1244
178	205	Lead	1244
186	205	abrine	1244
9	206	methylmercuric chloride	3297
17	206	Arsenic	3297
23	206	Nickel	3297
59	206	butyraldehyde	3297
73	206	ICG 001	3297
129	206	Methyl Methanesulfonate	3297
141	206	Phenylmercuric Acetate	3297
149	206	Silicon Dioxide	3297
150	206	potassium chromate(VI)	3297
166	206	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3297
178	206	Lead	3297
9	207	methylmercuric chloride	351
10	207	Aflatoxin B1	351
55	207	Tetrachlorodibenzodioxin	351
59	207	butyraldehyde	351
98	207	dicrotophos	351
121	207	tris(1,3-dichloro-2-propyl)phosphate	351
129	207	Methyl Methanesulfonate	351
141	207	Phenylmercuric Acetate	351
150	207	potassium chromate(VI)	351
166	207	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	351
186	207	abrine	351
59	210	butyraldehyde	142
73	210	ICG 001	142
98	210	dicrotophos	142
121	210	tris(1,3-dichloro-2-propyl)phosphate	142
141	210	Phenylmercuric Acetate	142
166	210	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	142
9	213	methylmercuric chloride	2002
17	213	Arsenic	2002
23	213	Nickel	2002
59	213	butyraldehyde	2002
121	213	tris(1,3-dichloro-2-propyl)phosphate	2002
129	213	Methyl Methanesulfonate	2002
141	213	Phenylmercuric Acetate	2002
144	213	Arsenic Trioxide	2002
149	213	Silicon Dioxide	2002
166	213	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	2002
178	213	Lead	2002
23	214	Nickel	7296
59	214	butyraldehyde	7296
98	214	dicrotophos	7296
121	214	tris(1,3-dichloro-2-propyl)phosphate	7296
129	214	Methyl Methanesulfonate	7296
150	214	potassium chromate(VI)	7296
178	214	Lead	7296
9	215	methylmercuric chloride	3565
10	215	Aflatoxin B1	3565
59	215	butyraldehyde	3565
65	215	cobaltous chloride	3565
73	215	ICG 001	3565
98	215	dicrotophos	3565
121	215	tris(1,3-dichloro-2-propyl)phosphate	3565
129	215	Methyl Methanesulfonate	3565
141	215	Phenylmercuric Acetate	3565
149	215	Silicon Dioxide	3565
150	215	potassium chromate(VI)	3565
166	215	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3565
178	215	Lead	3565
186	215	abrine	3565
9	217	methylmercuric chloride	367
17	217	Arsenic	367
73	217	ICG 001	367
98	217	dicrotophos	367
129	217	Methyl Methanesulfonate	367
141	217	Phenylmercuric Acetate	367
166	217	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	367
178	217	Lead	367
9	218	methylmercuric chloride	1553
17	218	Arsenic	1553
23	218	Nickel	1553
59	218	butyraldehyde	1553
65	218	cobaltous chloride	1553
73	218	ICG 001	1553
98	218	dicrotophos	1553
121	218	tris(1,3-dichloro-2-propyl)phosphate	1553
129	218	Methyl Methanesulfonate	1553
141	218	Phenylmercuric Acetate	1553
144	218	Arsenic Trioxide	1553
149	218	Silicon Dioxide	1553
150	218	potassium chromate(VI)	1553
166	218	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1553
178	218	Lead	1553
186	218	abrine	1553
187	218	sodium arsenite	1553
9	219	methylmercuric chloride	1571
23	219	Nickel	1571
59	219	butyraldehyde	1571
65	219	cobaltous chloride	1571
73	219	ICG 001	1571
98	219	dicrotophos	1571
121	219	tris(1,3-dichloro-2-propyl)phosphate	1571
129	219	Methyl Methanesulfonate	1571
141	219	Phenylmercuric Acetate	1571
149	219	Silicon Dioxide	1571
150	219	potassium chromate(VI)	1571
166	219	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1571
178	219	Lead	1571
9	220	methylmercuric chloride	356
10	220	Aflatoxin B1	356
59	220	butyraldehyde	356
73	220	ICG 001	356
98	220	dicrotophos	356
121	220	tris(1,3-dichloro-2-propyl)phosphate	356
129	220	Methyl Methanesulfonate	356
141	220	Phenylmercuric Acetate	356
149	220	Silicon Dioxide	356
150	220	potassium chromate(VI)	356
166	220	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	356
178	220	Lead	356
9	222	methylmercuric chloride	64127
55	222	Tetrachlorodibenzodioxin	64127
65	222	cobaltous chloride	64127
73	222	ICG 001	64127
98	222	dicrotophos	64127
121	222	tris(1,3-dichloro-2-propyl)phosphate	64127
129	222	Methyl Methanesulfonate	64127
141	222	Phenylmercuric Acetate	64127
144	222	Arsenic Trioxide	64127
149	222	Silicon Dioxide	64127
150	222	potassium chromate(VI)	64127
166	222	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	64127
178	222	Lead	64127
185	222	Benzo(a)pyrene	64127
187	222	sodium arsenite	64127
9	224	methylmercuric chloride	405
17	224	Arsenic	405
23	224	Nickel	405
59	224	butyraldehyde	405
73	224	ICG 001	405
98	224	dicrotophos	405
121	224	tris(1,3-dichloro-2-propyl)phosphate	405
129	224	Methyl Methanesulfonate	405
144	224	Arsenic Trioxide	405
149	224	Silicon Dioxide	405
166	224	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	405
186	224	abrine	405
187	224	sodium arsenite	405
9	231	methylmercuric chloride	654
10	231	Aflatoxin B1	654
17	231	Arsenic	654
73	231	ICG 001	654
98	231	dicrotophos	654
129	231	Methyl Methanesulfonate	654
141	231	Phenylmercuric Acetate	654
144	231	Arsenic Trioxide	654
150	231	potassium chromate(VI)	654
166	231	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	654
178	231	Lead	654
9	234	methylmercuric chloride	4353
23	234	Nickel	4353
55	234	Tetrachlorodibenzodioxin	4353
59	234	butyraldehyde	4353
65	234	cobaltous chloride	4353
73	234	ICG 001	4353
98	234	dicrotophos	4353
121	234	tris(1,3-dichloro-2-propyl)phosphate	4353
129	234	Methyl Methanesulfonate	4353
141	234	Phenylmercuric Acetate	4353
149	234	Silicon Dioxide	4353
150	234	potassium chromate(VI)	4353
166	234	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	4353
178	234	Lead	4353
186	234	abrine	4353
187	234	sodium arsenite	4353
23	238	Nickel	8795
55	238	Tetrachlorodibenzodioxin	8795
59	238	butyraldehyde	8795
73	238	ICG 001	8795
98	238	dicrotophos	8795
150	238	potassium chromate(VI)	8795
178	238	Lead	8795
17	239	Arsenic	10413
23	239	Nickel	10413
59	239	butyraldehyde	10413
65	239	cobaltous chloride	10413
73	239	ICG 001	10413
98	239	dicrotophos	10413
121	239	tris(1,3-dichloro-2-propyl)phosphate	10413
129	239	Methyl Methanesulfonate	10413
144	239	Arsenic Trioxide	10413
149	239	Silicon Dioxide	10413
150	239	potassium chromate(VI)	10413
178	239	Lead	10413
186	239	abrine	10413
9	240	methylmercuric chloride	85480
23	240	Nickel	85480
55	240	Tetrachlorodibenzodioxin	85480
59	240	butyraldehyde	85480
65	240	cobaltous chloride	85480
73	240	ICG 001	85480
98	240	dicrotophos	85480
121	240	tris(1,3-dichloro-2-propyl)phosphate	85480
129	240	Methyl Methanesulfonate	85480
144	240	Arsenic Trioxide	85480
150	240	potassium chromate(VI)	85480
178	240	Lead	85480
187	240	sodium arsenite	85480
9	242	methylmercuric chloride	3458
10	242	Aflatoxin B1	3458
55	242	Tetrachlorodibenzodioxin	3458
59	242	butyraldehyde	3458
73	242	ICG 001	3458
98	242	dicrotophos	3458
121	242	tris(1,3-dichloro-2-propyl)phosphate	3458
129	242	Methyl Methanesulfonate	3458
141	242	Phenylmercuric Acetate	3458
149	242	Silicon Dioxide	3458
150	242	potassium chromate(VI)	3458
166	242	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3458
178	242	Lead	3458
59	243	butyraldehyde	1545
73	243	ICG 001	1545
98	243	dicrotophos	1545
121	243	tris(1,3-dichloro-2-propyl)phosphate	1545
129	243	Methyl Methanesulfonate	1545
178	243	Lead	1545
59	245	butyraldehyde	4193
73	245	ICG 001	4193
98	245	dicrotophos	4193
149	245	Silicon Dioxide	4193
150	245	potassium chromate(VI)	4193
178	245	Lead	4193
186	245	abrine	4193
9	246	methylmercuric chloride	4792
17	246	Arsenic	4792
23	246	Nickel	4792
59	246	butyraldehyde	4792
98	246	dicrotophos	4792
121	246	tris(1,3-dichloro-2-propyl)phosphate	4792
129	246	Methyl Methanesulfonate	4792
141	246	Phenylmercuric Acetate	4792
150	246	potassium chromate(VI)	4792
178	246	Lead	4792
10	249	Aflatoxin B1	2335
17	249	Arsenic	2335
73	249	ICG 001	2335
121	249	tris(1,3-dichloro-2-propyl)phosphate	2335
150	249	potassium chromate(VI)	2335
166	249	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	2335
9	250	methylmercuric chloride	8290
59	250	butyraldehyde	8290
65	250	cobaltous chloride	8290
73	250	ICG 001	8290
98	250	dicrotophos	8290
121	250	tris(1,3-dichloro-2-propyl)phosphate	8290
129	250	Methyl Methanesulfonate	8290
141	250	Phenylmercuric Acetate	8290
166	250	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	8290
178	250	Lead	8290
186	250	abrine	8290
121	252	tris(1,3-dichloro-2-propyl)phosphate	3383
129	252	Methyl Methanesulfonate	3383
141	252	Phenylmercuric Acetate	3383
150	252	potassium chromate(VI)	3383
178	252	Lead	3383
9	255	methylmercuric chloride	3586
59	255	butyraldehyde	3586
73	255	ICG 001	3586
98	255	dicrotophos	3586
121	255	tris(1,3-dichloro-2-propyl)phosphate	3586
141	255	Phenylmercuric Acetate	3586
144	255	Arsenic Trioxide	3586
149	255	Silicon Dioxide	3586
150	255	potassium chromate(VI)	3586
166	255	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3586
178	255	Lead	3586
186	255	abrine	3586
17	256	Arsenic	467
73	256	ICG 001	467
98	256	dicrotophos	467
178	256	Lead	467
9	258	methylmercuric chloride	652995
23	258	Nickel	652995
55	258	Tetrachlorodibenzodioxin	652995
65	258	cobaltous chloride	652995
98	258	dicrotophos	652995
121	258	tris(1,3-dichloro-2-propyl)phosphate	652995
129	258	Methyl Methanesulfonate	652995
141	258	Phenylmercuric Acetate	652995
144	258	Arsenic Trioxide	652995
149	258	Silicon Dioxide	652995
150	258	potassium chromate(VI)	652995
166	258	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	652995
178	258	Lead	652995
186	258	abrine	652995
9	259	methylmercuric chloride	3934
17	259	Arsenic	3934
98	259	dicrotophos	3934
129	259	Methyl Methanesulfonate	3934
141	259	Phenylmercuric Acetate	3934
150	259	potassium chromate(VI)	3934
166	259	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3934
178	259	Lead	3934
186	259	abrine	3934
59	261	butyraldehyde	841
73	261	ICG 001	841
98	261	dicrotophos	841
121	261	tris(1,3-dichloro-2-propyl)phosphate	841
129	261	Methyl Methanesulfonate	841
149	261	Silicon Dioxide	841
178	261	Lead	841
17	263	Arsenic	590
55	263	Tetrachlorodibenzodioxin	590
59	263	butyraldehyde	590
65	263	cobaltous chloride	590
73	263	ICG 001	590
98	263	dicrotophos	590
121	263	tris(1,3-dichloro-2-propyl)phosphate	590
150	263	potassium chromate(VI)	590
166	263	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	590
178	263	Lead	590
185	263	Benzo(a)pyrene	590
187	263	sodium arsenite	590
59	266	butyraldehyde	1026
98	266	dicrotophos	1026
150	266	potassium chromate(VI)	1026
9	267	methylmercuric chloride	6720
17	267	Arsenic	6720
23	267	Nickel	6720
59	267	butyraldehyde	6720
73	267	ICG 001	6720
98	267	dicrotophos	6720
141	267	Phenylmercuric Acetate	6720
149	267	Silicon Dioxide	6720
150	267	potassium chromate(VI)	6720
166	267	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6720
178	267	Lead	6720
186	267	abrine	6720
9	268	methylmercuric chloride	1544
17	268	Arsenic	1544
59	268	butyraldehyde	1544
65	268	cobaltous chloride	1544
73	268	ICG 001	1544
121	268	tris(1,3-dichloro-2-propyl)phosphate	1544
129	268	Methyl Methanesulfonate	1544
141	268	Phenylmercuric Acetate	1544
144	268	Arsenic Trioxide	1544
150	268	potassium chromate(VI)	1544
166	268	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1544
178	268	Lead	1544
9	269	methylmercuric chloride	3309
23	269	Nickel	3309
59	269	butyraldehyde	3309
65	269	cobaltous chloride	3309
98	269	dicrotophos	3309
129	269	Methyl Methanesulfonate	3309
141	269	Phenylmercuric Acetate	3309
150	269	potassium chromate(VI)	3309
166	269	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3309
9	271	methylmercuric chloride	3665
59	271	butyraldehyde	3665
65	271	cobaltous chloride	3665
73	271	ICG 001	3665
98	271	dicrotophos	3665
141	271	Phenylmercuric Acetate	3665
144	271	Arsenic Trioxide	3665
149	271	Silicon Dioxide	3665
150	271	potassium chromate(VI)	3665
178	271	Lead	3665
187	271	sodium arsenite	3665
9	274	methylmercuric chloride	1581
17	274	Arsenic	1581
23	274	Nickel	1581
59	274	butyraldehyde	1581
65	274	cobaltous chloride	1581
73	274	ICG 001	1581
121	274	tris(1,3-dichloro-2-propyl)phosphate	1581
129	274	Methyl Methanesulfonate	1581
141	274	Phenylmercuric Acetate	1581
144	274	Arsenic Trioxide	1581
149	274	Silicon Dioxide	1581
150	274	potassium chromate(VI)	1581
166	274	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1581
178	274	Lead	1581
9	275	methylmercuric chloride	5601
23	275	Nickel	5601
55	275	Tetrachlorodibenzodioxin	5601
59	275	butyraldehyde	5601
73	275	ICG 001	5601
98	275	dicrotophos	5601
121	275	tris(1,3-dichloro-2-propyl)phosphate	5601
129	275	Methyl Methanesulfonate	5601
141	275	Phenylmercuric Acetate	5601
150	275	potassium chromate(VI)	5601
185	275	Benzo(a)pyrene	5601
9	276	methylmercuric chloride	4318
65	276	cobaltous chloride	4318
73	276	ICG 001	4318
98	276	dicrotophos	4318
121	276	tris(1,3-dichloro-2-propyl)phosphate	4318
129	276	Methyl Methanesulfonate	4318
141	276	Phenylmercuric Acetate	4318
150	276	potassium chromate(VI)	4318
166	276	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	4318
178	276	Lead	4318
9	277	methylmercuric chloride	1141
10	277	Aflatoxin B1	1141
17	277	Arsenic	1141
23	277	Nickel	1141
55	277	Tetrachlorodibenzodioxin	1141
59	277	butyraldehyde	1141
65	277	cobaltous chloride	1141
73	277	ICG 001	1141
98	277	dicrotophos	1141
121	277	tris(1,3-dichloro-2-propyl)phosphate	1141
129	277	Methyl Methanesulfonate	1141
141	277	Phenylmercuric Acetate	1141
144	277	Arsenic Trioxide	1141
149	277	Silicon Dioxide	1141
150	277	potassium chromate(VI)	1141
166	277	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1141
178	277	Lead	1141
185	277	Benzo(a)pyrene	1141
187	277	sodium arsenite	1141
9	279	methylmercuric chloride	23411
10	279	Aflatoxin B1	23411
17	279	Arsenic	23411
23	279	Nickel	23411
55	279	Tetrachlorodibenzodioxin	23411
59	279	butyraldehyde	23411
73	279	ICG 001	23411
98	279	dicrotophos	23411
121	279	tris(1,3-dichloro-2-propyl)phosphate	23411
129	279	Methyl Methanesulfonate	23411
141	279	Phenylmercuric Acetate	23411
150	279	potassium chromate(VI)	23411
166	279	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	23411
178	279	Lead	23411
185	279	Benzo(a)pyrene	23411
9	280	methylmercuric chloride	7124
73	280	ICG 001	7124
98	280	dicrotophos	7124
121	280	tris(1,3-dichloro-2-propyl)phosphate	7124
129	280	Methyl Methanesulfonate	7124
141	280	Phenylmercuric Acetate	7124
150	280	potassium chromate(VI)	7124
166	280	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7124
186	280	abrine	7124
9	285	methylmercuric chloride	2688
10	285	Aflatoxin B1	2688
17	285	Arsenic	2688
23	285	Nickel	2688
